"global_step","PPOLSTMMovingBall72Px - _step","PPOLSTMMovingBall72Px - _step__MIN","PPOLSTMMovingBall72Px - _step__MAX","PPOLSTMMovingBall72Px - rollout/ep_rew_mean","PPOLSTMMovingBall72Px - rollout/ep_rew_mean__MIN","PPOLSTMMovingBall72Px - rollout/ep_rew_mean__MAX"
"412672","805","805","805","-0.7219600081443787","-0.7219600081443787","-0.7219600081443787"
"413184","806","806","806","-0.7219600081443787","-0.7219600081443787","-0.7219600081443787"
"413696","807","807","807","-0.7219600081443787","-0.7219600081443787","-0.7219600081443787"
"414208","808","808","808","-0.7219600081443787","-0.7219600081443787","-0.7219600081443787"
"414720","809","809","809","-0.7219600081443787","-0.7219600081443787","-0.7219600081443787"
"415232","810","810","810","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"415744","811","811","811","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"416256","812","812","812","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"416768","813","813","813","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"417280","814","814","814","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"417792","815","815","815","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"418304","816","816","816","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"418816","817","817","817","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"419328","818","818","818","-0.745747983455658","-0.745747983455658","-0.745747983455658"
"419840","819","819","819","-0.722055971622467","-0.722055971622467","-0.722055971622467"
"420352","820","820","820","-0.6927639842033386","-0.6927639842033386","-0.6927639842033386"
"420864","821","821","821","-0.6927639842033386","-0.6927639842033386","-0.6927639842033386"
"421376","822","822","822","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"421888","823","823","823","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"422400","824","824","824","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"422912","825","825","825","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"423424","826","826","826","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"423936","827","827","827","-0.7193199992179871","-0.7193199992179871","-0.7193199992179871"
"424448","828","828","828","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"424960","829","829","829","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"425472","830","830","830","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"425984","831","831","831","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"426496","832","832","832","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"427008","833","833","833","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"427520","834","834","834","-0.7489799857139587","-0.7489799857139587","-0.7489799857139587"
"428032","835","835","835","-0.719111979007721","-0.719111979007721","-0.719111979007721"
"428544","836","836","836","-0.719111979007721","-0.719111979007721","-0.719111979007721"
"429056","837","837","837","-0.719111979007721","-0.719111979007721","-0.719111979007721"
"429568","838","838","838","-0.719111979007721","-0.719111979007721","-0.719111979007721"
"430080","839","839","839","-0.6651039719581604","-0.6651039719581604","-0.6651039719581604"
"430592","840","840","840","-0.6933320164680481","-0.6933320164680481","-0.6933320164680481"
"431104","841","841","841","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"431616","842","842","842","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"432128","843","843","843","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"432640","844","844","844","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"433152","845","845","845","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"433664","846","846","846","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"434176","847","847","847","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"434688","848","848","848","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"435200","849","849","849","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"435712","850","850","850","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"436224","851","851","851","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"436736","852","852","852","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"437248","853","853","853","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"437760","854","854","854","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"438272","855","855","855","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"438784","856","856","856","-0.7213280200958252","-0.7213280200958252","-0.7213280200958252"
"439296","857","857","857","-0.7002599835395813","-0.7002599835395813","-0.7002599835395813"
"439808","858","858","858","-0.7002599835395813","-0.7002599835395813","-0.7002599835395813"
"440320","859","859","859","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"440832","860","860","860","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"441344","861","861","861","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"441856","862","862","862","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"442368","863","863","863","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"442880","864","864","864","-0.7291280031204224","-0.7291280031204224","-0.7291280031204224"
"443392","865","865","865","-0.7586280107498169","-0.7586280107498169","-0.7586280107498169"
"443904","866","866","866","-0.7586280107498169","-0.7586280107498169","-0.7586280107498169"
"444416","867","867","867","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"444928","868","868","868","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"445440","869","869","869","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"445952","870","870","870","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"446464","871","871","871","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"446976","872","872","872","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"447488","873","873","873","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"448000","874","874","874","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"448512","875","875","875","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"449024","876","876","876","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"449536","877","877","877","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"450048","878","878","878","-0.7298640012741089","-0.7298640012741089","-0.7298640012741089"
"450560","879","879","879","-0.7593960165977478","-0.7593960165977478","-0.7593960165977478"
"451072","880","880","880","-0.7879999876022339","-0.7879999876022339","-0.7879999876022339"
"451584","881","881","881","-0.7598999738693237","-0.7598999738693237","-0.7598999738693237"
"452096","882","882","882","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"452608","883","883","883","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"453120","884","884","884","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"453632","885","885","885","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"454144","886","886","886","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"454656","887","887","887","-0.7844079732894897","-0.7844079732894897","-0.7844079732894897"
"455168","888","888","888","-0.7585639953613281","-0.7585639953613281","-0.7585639953613281"
"455680","889","889","889","-0.7366960048675537","-0.7366960048675537","-0.7366960048675537"
"456192","890","890","890","-0.7366960048675537","-0.7366960048675537","-0.7366960048675537"
"456704","891","891","891","-0.7366960048675537","-0.7366960048675537","-0.7366960048675537"
"457216","892","892","892","-0.7366960048675537","-0.7366960048675537","-0.7366960048675537"
"457728","893","893","893","-0.7366960048675537","-0.7366960048675537","-0.7366960048675537"
"458240","894","894","894","-0.7036439776420593","-0.7036439776420593","-0.7036439776420593"
"458752","895","895","895","-0.7036439776420593","-0.7036439776420593","-0.7036439776420593"
"459264","896","896","896","-0.7329360246658325","-0.7329360246658325","-0.7329360246658325"
"459776","897","897","897","-0.7329360246658325","-0.7329360246658325","-0.7329360246658325"
"460288","898","898","898","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"460800","899","899","899","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"461312","900","900","900","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"461824","901","901","901","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"462336","902","902","902","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"462848","903","903","903","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"463360","904","904","904","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"463872","905","905","905","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"464384","906","906","906","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"464896","907","907","907","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"465408","908","908","908","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"465920","909","909","909","-0.7104759812355042","-0.7104759812355042","-0.7104759812355042"
"466432","910","910","910","-0.6872079968452454","-0.6872079968452454","-0.6872079968452454"
"466944","911","911","911","-0.6872079968452454","-0.6872079968452454","-0.6872079968452454"
"467456","912","912","912","-0.7170760035514832","-0.7170760035514832","-0.7170760035514832"
"467968","913","913","913","-0.7170760035514832","-0.7170760035514832","-0.7170760035514832"
"468480","914","914","914","-0.7170760035514832","-0.7170760035514832","-0.7170760035514832"
"468992","915","915","915","-0.7170760035514832","-0.7170760035514832","-0.7170760035514832"
"469504","916","916","916","-0.7459840178489685","-0.7459840178489685","-0.7459840178489685"
"470016","917","917","917","-0.7710840106010437","-0.7710840106010437","-0.7710840106010437"
"470528","918","918","918","-0.7710840106010437","-0.7710840106010437","-0.7710840106010437"
"471040","919","919","919","-0.7710840106010437","-0.7710840106010437","-0.7710840106010437"
"471552","920","920","920","-0.743511974811554","-0.743511974811554","-0.743511974811554"
"472064","921","921","921","-0.7181959748268127","-0.7181959748268127","-0.7181959748268127"
"472576","922","922","922","-0.7181959748268127","-0.7181959748268127","-0.7181959748268127"
"473088","923","923","923","-0.7181959748268127","-0.7181959748268127","-0.7181959748268127"
"473600","924","924","924","-0.7181959748268127","-0.7181959748268127","-0.7181959748268127"
"474112","925","925","925","-0.7181959748268127","-0.7181959748268127","-0.7181959748268127"
"474624","926","926","926","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"475136","927","927","927","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"475648","928","928","928","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"476160","929","929","929","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"476672","930","930","930","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"477184","931","931","931","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"477696","932","932","932","-0.6911839842796326","-0.6911839842796326","-0.6911839842796326"
"478208","933","933","933","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"478720","934","934","934","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"479232","935","935","935","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"479744","936","936","936","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"480256","937","937","937","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"480768","938","938","938","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"481280","939","939","939","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"481792","940","940","940","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"482304","941","941","941","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"482816","942","942","942","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"483328","943","943","943","-0.7122520208358765","-0.7122520208358765","-0.7122520208358765"
"483840","944","944","944","-0.7410159707069397","-0.7410159707069397","-0.7410159707069397"
"484352","945","945","945","-0.7410159707069397","-0.7410159707069397","-0.7410159707069397"
"484864","946","946","946","-0.7410159707069397","-0.7410159707069397","-0.7410159707069397"
"485376","947","947","947","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"485888","948","948","948","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"486400","949","949","949","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"486912","950","950","950","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"487424","951","951","951","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"487936","952","952","952","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"488448","953","953","953","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"488960","954","954","954","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"489472","955","955","955","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"489984","956","956","956","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"490496","957","957","957","-0.7146599888801575","-0.7146599888801575","-0.7146599888801575"
"491008","958","958","958","-0.7427600026130676","-0.7427600026130676","-0.7427600026130676"
"491520","959","959","959","-0.7131720185279846","-0.7131720185279846","-0.7131720185279846"
"492032","960","960","960","-0.7131720185279846","-0.7131720185279846","-0.7131720185279846"
"492544","961","961","961","-0.6891760230064392","-0.6891760230064392","-0.6891760230064392"
"493056","962","962","962","-0.6891760230064392","-0.6891760230064392","-0.6891760230064392"
"493568","963","963","963","-0.6891760230064392","-0.6891760230064392","-0.6891760230064392"
"494080","964","964","964","-0.6881759762763977","-0.6881759762763977","-0.6881759762763977"
"494592","965","965","965","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"495104","966","966","966","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"495616","967","967","967","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"496128","968","968","968","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"496640","969","969","969","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"497152","970","970","970","-0.7100440263748169","-0.7100440263748169","-0.7100440263748169"
"497664","971","971","971","-0.7667880058288574","-0.7667880058288574","-0.7667880058288574"
"498176","972","972","972","-0.7667880058288574","-0.7667880058288574","-0.7667880058288574"
"498688","973","973","973","-0.7667880058288574","-0.7667880058288574","-0.7667880058288574"
"499200","974","974","974","-0.7667880058288574","-0.7667880058288574","-0.7667880058288574"
"499712","975","975","975","-0.7667880058288574","-0.7667880058288574","-0.7667880058288574"
"500224","976","976","976","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"500736","977","977","977","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"501248","978","978","978","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"501760","979","979","979","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"502272","980","980","980","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"502784","981","981","981","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"503296","982","982","982","-0.789247989654541","-0.789247989654541","-0.789247989654541"
"503808","983","983","983","-0.7598999738693237","-0.7598999738693237","-0.7598999738693237"
"504320","984","984","984","-0.7598999738693237","-0.7598999738693237","-0.7598999738693237"
"504832","985","985","985","-0.7307599782943726","-0.7307599782943726","-0.7307599782943726"
"505344","986","986","986","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"505856","987","987","987","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"506368","988","988","988","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"506880","989","989","989","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"507392","990","990","990","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"507904","991","991","991","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"508416","992","992","992","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"508928","993","993","993","-0.7540280222892761","-0.7540280222892761","-0.7540280222892761"
"509440","994","994","994","-0.7266560196876526","-0.7266560196876526","-0.7266560196876526"
"509952","995","995","995","-0.7266560196876526","-0.7266560196876526","-0.7266560196876526"
"510464","996","996","996","-0.7542279958724976","-0.7542279958724976","-0.7542279958724976"
"510976","997","997","997","-0.7547399997711182","-0.7547399997711182","-0.7547399997711182"
"511488","998","998","998","-0.7547399997711182","-0.7547399997711182","-0.7547399997711182"
"512000","999","999","999","-0.7547399997711182","-0.7547399997711182","-0.7547399997711182"
"512512","1000","1000","1000","-0.7547399997711182","-0.7547399997711182","-0.7547399997711182"
"513024","1001","1001","1001","-0.7547399997711182","-0.7547399997711182","-0.7547399997711182"
"513536","1002","1002","1002","-0.7817519903182983","-0.7817519903182983","-0.7817519903182983"
"514048","1003","1003","1003","-0.7817519903182983","-0.7817519903182983","-0.7817519903182983"
"514560","1004","1004","1004","-0.7817519903182983","-0.7817519903182983","-0.7817519903182983"
"515072","1005","1005","1005","-0.7532520294189453","-0.7532520294189453","-0.7532520294189453"
"515584","1006","1006","1006","-0.7532520294189453","-0.7532520294189453","-0.7532520294189453"
"516096","1007","1007","1007","-0.7532520294189453","-0.7532520294189453","-0.7532520294189453"
"516608","1008","1008","1008","-0.7532520294189453","-0.7532520294189453","-0.7532520294189453"
"517120","1009","1009","1009","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"517632","1010","1010","1010","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"518144","1011","1011","1011","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"518656","1012","1012","1012","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"519168","1013","1013","1013","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"519680","1014","1014","1014","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"520192","1015","1015","1015","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"520704","1016","1016","1016","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"521216","1017","1017","1017","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"521728","1018","1018","1018","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"522240","1019","1019","1019","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"522752","1020","1020","1020","-0.7308480143547058","-0.7308480143547058","-0.7308480143547058"
"523264","1021","1021","1021","-0.7057560086250305","-0.7057560086250305","-0.7057560086250305"
"523776","1022","1022","1022","-0.7057560086250305","-0.7057560086250305","-0.7057560086250305"
"524288","1023","1023","1023","-0.7321119904518127","-0.7321119904518127","-0.7321119904518127"
"524800","1024","1024","1024","-0.7321119904518127","-0.7321119904518127","-0.7321119904518127"
"525312","1025","1025","1025","-0.7321119904518127","-0.7321119904518127","-0.7321119904518127"
"525824","1026","1026","1026","-0.7026839852333069","-0.7026839852333069","-0.7026839852333069"
"526336","1027","1027","1027","-0.7026839852333069","-0.7026839852333069","-0.7026839852333069"
"526848","1028","1028","1028","-0.7026839852333069","-0.7026839852333069","-0.7026839852333069"
"527360","1029","1029","1029","-0.7026839852333069","-0.7026839852333069","-0.7026839852333069"
"527872","1030","1030","1030","-0.7026839852333069","-0.7026839852333069","-0.7026839852333069"
"528384","1031","1031","1031","-0.6749200224876404","-0.6749200224876404","-0.6749200224876404"
"528896","1032","1032","1032","-0.6749200224876404","-0.6749200224876404","-0.6749200224876404"
"529408","1033","1033","1033","-0.6749200224876404","-0.6749200224876404","-0.6749200224876404"
"529920","1034","1034","1034","-0.6749200224876404","-0.6749200224876404","-0.6749200224876404"
"530432","1035","1035","1035","-0.7045080065727234","-0.7045080065727234","-0.7045080065727234"
"530944","1036","1036","1036","-0.7045080065727234","-0.7045080065727234","-0.7045080065727234"
"531456","1037","1037","1037","-0.7051799893379211","-0.7051799893379211","-0.7051799893379211"
"531968","1038","1038","1038","-0.7051799893379211","-0.7051799893379211","-0.7051799893379211"
"532480","1039","1039","1039","-0.703764021396637","-0.703764021396637","-0.703764021396637"
"532992","1040","1040","1040","-0.703764021396637","-0.703764021396637","-0.703764021396637"
"533504","1041","1041","1041","-0.703764021396637","-0.703764021396637","-0.703764021396637"
"534016","1042","1042","1042","-0.703764021396637","-0.703764021396637","-0.703764021396637"
"534528","1043","1043","1043","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"535040","1044","1044","1044","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"535552","1045","1045","1045","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"536064","1046","1046","1046","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"536576","1047","1047","1047","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"537088","1048","1048","1048","-0.6829119920730591","-0.6829119920730591","-0.6829119920730591"
"537600","1049","1049","1049","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"538112","1050","1050","1050","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"538624","1051","1051","1051","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"539136","1052","1052","1052","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"539648","1053","1053","1053","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"540160","1054","1054","1054","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"540672","1055","1055","1055","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"541184","1056","1056","1056","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"541696","1057","1057","1057","-0.6576359868049622","-0.6576359868049622","-0.6576359868049622"
"542208","1058","1058","1058","-0.6869840025901794","-0.6869840025901794","-0.6869840025901794"
"542720","1059","1059","1059","-0.6869840025901794","-0.6869840025901794","-0.6869840025901794"
"543232","1060","1060","1060","-0.6869840025901794","-0.6869840025901794","-0.6869840025901794"
"543744","1061","1061","1061","-0.6869840025901794","-0.6869840025901794","-0.6869840025901794"
"544256","1062","1062","1062","-0.7161239981651306","-0.7161239981651306","-0.7161239981651306"
"544768","1063","1063","1063","-0.7161239981651306","-0.7161239981651306","-0.7161239981651306"
"545280","1064","1064","1064","-0.7161239981651306","-0.7161239981651306","-0.7161239981651306"
"545792","1065","1065","1065","-0.7161239981651306","-0.7161239981651306","-0.7161239981651306"
"546304","1066","1066","1066","-0.7161239981651306","-0.7161239981651306","-0.7161239981651306"
"546816","1067","1067","1067","-0.6953200101852417","-0.6953200101852417","-0.6953200101852417"
"547328","1068","1068","1068","-0.6953200101852417","-0.6953200101852417","-0.6953200101852417"
"547840","1069","1069","1069","-0.6953200101852417","-0.6953200101852417","-0.6953200101852417"
"548352","1070","1070","1070","-0.6953200101852417","-0.6953200101852417","-0.6953200101852417"
"548864","1071","1071","1071","-0.7226920127868652","-0.7226920127868652","-0.7226920127868652"
"549376","1072","1072","1072","-0.7226920127868652","-0.7226920127868652","-0.7226920127868652"
"549888","1073","1073","1073","-0.7226920127868652","-0.7226920127868652","-0.7226920127868652"
"550400","1074","1074","1074","-0.7230679988861084","-0.7230679988861084","-0.7230679988861084"
"550912","1075","1075","1075","-0.6943280100822449","-0.6943280100822449","-0.6943280100822449"
"551424","1076","1076","1076","-0.6943280100822449","-0.6943280100822449","-0.6943280100822449"
"551936","1077","1077","1077","-0.6943280100822449","-0.6943280100822449","-0.6943280100822449"
"552448","1078","1078","1078","-0.6664680242538452","-0.6664680242538452","-0.6664680242538452"
"552960","1079","1079","1079","-0.6664680242538452","-0.6664680242538452","-0.6664680242538452"
"553472","1080","1080","1080","-0.6664680242538452","-0.6664680242538452","-0.6664680242538452"
"553984","1081","1081","1081","-0.6949679851531982","-0.6949679851531982","-0.6949679851531982"
"554496","1082","1082","1082","-0.6949679851531982","-0.6949679851531982","-0.6949679851531982"
"555008","1083","1083","1083","-0.6949679851531982","-0.6949679851531982","-0.6949679851531982"
"555520","1084","1084","1084","-0.6949679851531982","-0.6949679851531982","-0.6949679851531982"
"556032","1085","1085","1085","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"556544","1086","1086","1086","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"557056","1087","1087","1087","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"557568","1088","1088","1088","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"558080","1089","1089","1089","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"558592","1090","1090","1090","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"559104","1091","1091","1091","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"559616","1092","1092","1092","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"560128","1093","1093","1093","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"560640","1094","1094","1094","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"561152","1095","1095","1095","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"561664","1096","1096","1096","-0.7173720002174377","-0.7173720002174377","-0.7173720002174377"
"562176","1097","1097","1097","-0.742464005947113","-0.742464005947113","-0.742464005947113"
"562688","1098","1098","1098","-0.742464005947113","-0.742464005947113","-0.742464005947113"
"563200","1099","1099","1099","-0.742464005947113","-0.742464005947113","-0.742464005947113"
"563712","1100","1100","1100","-0.742464005947113","-0.742464005947113","-0.742464005947113"
"564224","1101","1101","1101","-0.7224439978599548","-0.7224439978599548","-0.7224439978599548"
"564736","1102","1102","1102","-0.7224439978599548","-0.7224439978599548","-0.7224439978599548"
"565248","1103","1103","1103","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"565760","1104","1104","1104","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"566272","1105","1105","1105","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"566784","1106","1106","1106","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"567296","1107","1107","1107","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"567808","1108","1108","1108","-0.7518720030784607","-0.7518720030784607","-0.7518720030784607"
"568320","1109","1109","1109","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"568832","1110","1110","1110","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"569344","1111","1111","1111","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"569856","1112","1112","1112","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"570368","1113","1113","1113","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"570880","1114","1114","1114","-0.779636025428772","-0.779636025428772","-0.779636025428772"
"571392","1115","1115","1115","-0.8029599785804749","-0.8029599785804749","-0.8029599785804749"
"571904","1116","1116","1116","-0.8029599785804749","-0.8029599785804749","-0.8029599785804749"
"572416","1117","1117","1117","-0.77538001537323","-0.77538001537323","-0.77538001537323"
"572928","1118","1118","1118","-0.77538001537323","-0.77538001537323","-0.77538001537323"
"573440","1119","1119","1119","-0.77538001537323","-0.77538001537323","-0.77538001537323"
"573952","1120","1120","1120","-0.77538001537323","-0.77538001537323","-0.77538001537323"
"574464","1121","1121","1121","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"574976","1122","1122","1122","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"575488","1123","1123","1123","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"576000","1124","1124","1124","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"576512","1125","1125","1125","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"577024","1126","1126","1126","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"577536","1127","1127","1127","-0.7962319850921631","-0.7962319850921631","-0.7962319850921631"
"578048","1128","1128","1128","-0.82150799036026","-0.82150799036026","-0.82150799036026"
"578560","1129","1129","1129","-0.82150799036026","-0.82150799036026","-0.82150799036026"
"579072","1130","1130","1130","-0.82150799036026","-0.82150799036026","-0.82150799036026"
"579584","1131","1131","1131","-0.82150799036026","-0.82150799036026","-0.82150799036026"
"580096","1132","1132","1132","-0.8002960085868835","-0.8002960085868835","-0.8002960085868835"
"580608","1133","1133","1133","-0.8002960085868835","-0.8002960085868835","-0.8002960085868835"
"581120","1134","1134","1134","-0.7705079913139343","-0.7705079913139343","-0.7705079913139343"
