Wall time,Step,Value
1675162753.1013281,2048,-0.003539166646078229
1675162814.6954575,4096,-0.456112265586853
1675162868.5680027,6144,-0.6258271932601929
1675162930.5112307,8192,-0.7147254943847656
1675163014.3664198,10240,-0.7694321274757385
1675163097.7543015,12288,-0.8000678420066833
1675163169.3977773,14336,-0.8285152912139893
1675163236.0280793,16384,-0.8498508930206299
1675163295.7051888,18432,-0.8664452433586121
1675163365.3919017,20480,-0.8797206878662109
1675163423.8891807,22528,-0.8905824422836304
1675163482.3869772,24576,-0.8099570870399475
1675163552.1292632,26624,-0.8242936730384827
1675163613.6197777,28672,-0.8366109728813171
1675163684.2174518,30720,-0.7764609456062317
1675163756.691771,32768,-0.7902102470397949
1675163827.1680517,34816,-0.8023608326911926
1675163894.2548425,36864,-0.813176155090332
1675163963.3243253,38912,-0.7894730567932129
1675164018.7302263,40960,-0.7194827795028687
1675164075.8140965,43008,-0.7294542193412781
1675164131.834117,45056,-0.7294542193412781
1675164187.2735775,47104,-0.7083175182342529
1675164242.9055552,49152,-0.7083175182342529
1675164298.6191785,51200,-0.7083175182342529
1675164355.372941,53248,-0.7083175182342529
1675164416.1894326,55296,-0.7083175182342529
1675164486.0559795,57344,-0.7083175182342529
1675164554.9835634,59392,-0.7083175182342529
1675164624.8902617,61440,-0.7083175182342529
1675164683.499421,63488,-0.7640160918235779
1675164744.3859212,65536,-0.7640160918235779
1675164800.1977057,67584,-0.7640160918235779
1675164855.3668475,69632,-0.8178595900535583
1675164912.1145077,71680,-0.8178595900535583
1675164970.6089046,73728,-0.8178595900535583
1675165039.0206716,75776,-0.787656843662262
1675165096.1837928,77824,-0.787656843662262
1675165157.161779,79872,-0.783492386341095
1675165213.5125332,81920,-0.8230602741241455
1675165271.1482887,83968,-0.8728284239768982
1675165328.4680786,86016,-0.8257396817207336
1675165386.324067,88064,-0.8468763828277588
1675165443.7167168,90112,-0.8468763828277588
1675165500.8255084,92160,-0.8468763828277588
1675165562.5821562,94208,-0.8468763828277588
1675165620.6447978,96256,-0.8468763828277588
1675165672.833808,98304,-0.8468763828277588
1675165708.936644,100352,-0.8468763828277588
1675165753.8586059,102400,-0.8468763828277588
1675165790.772184,104448,-0.794224202632904
1675165833.9876096,106496,-0.794224202632904
1675165881.6029634,108544,-0.794224202632904
1675165925.9288423,110592,-0.7423302531242371
1675165968.2960985,112640,-0.7090831995010376
1675166002.8867705,114688,-0.7090831995010376
1675166035.9447644,116736,-0.739285945892334
1675166069.3273194,118784,-0.7854613661766052
1675166102.3282816,120832,-0.814318060874939
1675166136.0640907,122880,-0.7169597148895264
1675166169.7490928,124928,-0.7169597148895264
1675166202.528331,126976,-0.7640485167503357
1675166236.0348122,129024,-0.7112126350402832
1675166268.9792345,131072,-0.7112126350402832
1675166302.5520122,133120,-0.7112126350402832
1675166335.6218293,135168,-0.7112126350402832
1675166369.6205063,137216,-0.662661612033844
1675166403.2004795,139264,-0.662661612033844
1675166436.53196,141312,-0.662661612033844
1675166470.4320583,143360,-0.662661612033844
1675166503.4898481,145408,-0.7153137922286987
1675166537.151936,147456,-0.6689552664756775
1675166570.2229364,149504,-0.575156569480896
1675166604.6051316,151552,-0.572079062461853
1675166637.3891513,153600,-0.5308012366294861
1675166671.114194,155648,-0.4577999711036682
1675166703.994067,157696,-0.4577999711036682
1675166737.4661863,159744,-0.41208067536354065
1675166771.0807593,161792,-0.5094390511512756
1675166804.2709272,163840,-0.4681701362133026
1675166837.9775121,165888,-0.4428163170814514
1675166870.8775132,167936,-0.49565213918685913
1675166904.8505116,169984,-0.49565213918685913
1675166937.6340487,172032,-0.49565213918685913
1675166971.761855,174080,-0.49565213918685913
1675167005.0207627,176128,-0.5442031621932983
1675167038.7440557,178176,-0.5442031621932983
1675167072.5603712,180224,-0.5304293036460876
1675167105.5726228,182272,-0.5304293036460876
1675167139.474028,184320,-0.5304293036460876
1675167172.633227,186368,-0.5767877697944641
1675167206.3100877,188416,-0.6705865263938904
1675167239.42716,190464,-0.7238029837608337
1675167273.1945465,192512,-0.758804976940155
1675167306.555432,194560,-0.6972656846046448
1675167340.3006175,196608,-0.7702668905258179
1675167373.9150398,198656,-0.7191184759140015
1675167407.154804,200704,-0.6732004880905151
1675167441.2157543,202752,-0.6218173503875732
1675167474.691357,204800,-0.6884400844573975
1675167508.7046115,206848,-0.647484302520752
1675167541.8854754,208896,-0.6175090074539185
1675167575.858739,210944,-0.6175090074539185
1675167609.810075,212992,-0.523608922958374
1675167642.9799156,215040,-0.4842764735221863
1675167677.1058197,217088,-0.4842764735221863
1675167710.2338293,219136,-0.49805036187171936
1675167744.4142313,221184,-0.49805036187171936
1675167777.525164,223232,-0.49805036187171936
1675167811.433461,225280,-0.49805036187171936
1675167844.7072463,227328,-0.49805036187171936
1675167878.8311975,229376,-0.47737833857536316
1675167912.8865085,231424,-0.47737833857536316
1675167946.3072245,233472,-0.5283466577529907
1675167980.6414497,235520,-0.5801955461502075
1675168014.0005188,237568,-0.6313439607620239
1675168048.2858634,239616,-0.6644675135612488
1675168081.8566477,241664,-0.7158506512641907
1675168116.1046214,243712,-0.7158506512641907
1675168150.520681,245760,-0.7158506512641907
1675168183.6779346,247808,-0.6922527551651001
1675168218.61977,249856,-0.6922527551651001
1675168252.6167693,251904,-0.7125792503356934
1675168286.6853013,253952,-0.7275804281234741
1675168320.4213557,256000,-0.7500152587890625
1675168354.2511563,258048,-0.7500152587890625
1675168387.877517,260096,-0.7500152587890625
1675168421.5142844,262144,-0.6684147119522095
1675168455.9785142,264192,-0.6684147119522095
1675168489.560006,266240,-0.633491575717926
1675168524.0112343,268288,-0.6541635990142822
1675168557.8371444,270336,-0.6067401766777039
1675168592.7605963,272384,-0.6067401766777039
1675168626.8656592,274432,-0.5532228350639343
1675168661.4574935,276480,-0.5384432673454285
1675168696.1593602,278528,-0.5969570279121399
1675168729.9534438,280576,-0.5969570279121399
1675168764.3002415,282624,-0.5969570279121399
1675168798.3459485,284672,-0.5969570279121399
1675168832.9599283,286720,-0.5969570279121399
1675168866.4218342,288768,-0.6914860010147095
1675168901.1599383,290816,-0.6119468212127686
1675168935.1163118,292864,-0.6350359320640564
1675168969.4145994,294912,-0.6705191731452942
1675169003.8598702,296960,-0.6064812541007996
1675169037.7727106,299008,-0.6064812541007996
1675169072.8371327,301056,-0.6880818605422974
1675169106.8521502,303104,-0.6880818605422974
1675169142.13567,305152,-0.6419211030006409
1675169176.5575037,307200,-0.6768442392349243
1675169210.2405043,309248,-0.6222680807113647
1675169244.7540205,311296,-0.640556812286377
1675169278.4521263,313344,-0.640556812286377
1675169313.074396,315392,-0.6521974205970764
1675169348.8676221,317440,-0.6521974205970764
1675169383.0486195,319488,-0.6521974205970764
