Wall time,Step,Value
1675258026.7635658,2048,417.0
1675258083.4278262,4096,378.70001220703125
1675258130.0924568,6144,372.5
1675258177.3287177,8192,361.31817626953125
1675258233.366016,10240,371.629638671875
1675258289.4958043,12288,378.71875
1675258345.233844,14336,383.89190673828125
1675258401.2066529,16384,387.8333435058594
1675258457.5753202,18432,376.8333435058594
1675258513.8652563,20480,373.4259338378906
1675258561.8557425,22528,377.11865234375
1675258600.0036075,24576,380.234375
1675258638.7705054,26624,382.8985595703125
1675258678.457075,28672,381.4666748046875
1675258727.0651152,30720,381.38751220703125
1675258780.4914448,32768,381.7176513671875
1675258835.794116,34816,383.6777648925781
1675258890.1939504,36864,377.8144226074219
1675258946.4075294,38912,376.45001220703125
1675259002.7143726,40960,380.2799987792969
1675259058.46485,43008,374.2300109863281
1675259115.7800355,45056,375.6400146484375
1675259172.062085,47104,379.3599853515625
1675259228.0528822,49152,379.3599853515625
1675259282.957953,51200,379.3599853515625
1675259339.6063979,53248,375.2699890136719
1675259395.908439,55296,382.29998779296875
1675259452.7640393,57344,385.55999755859375
1675259508.6816716,59392,384.8399963378906
1675259565.5463781,61440,384.8399963378906
1675259621.983426,63488,381.9599914550781
1675259675.2652676,65536,381.9599914550781
1675259731.5771759,67584,382.8399963378906
1675259786.9255419,69632,383.8900146484375
1675259843.1214492,71680,379.8900146484375
1675259900.0842597,73728,379.8900146484375
1675259956.2622783,75776,387.9100036621094
1675260012.3988514,77824,390.45001220703125
1675260069.1860902,79872,390.45001220703125
1675260125.4617896,81920,390.45001220703125
1675260181.434333,83968,399.7900085449219
1675260237.0307603,86016,399.7900085449219
1675260292.9076655,88064,399.7900085449219
1675260349.3426352,90112,399.7900085449219
1675260405.742374,92160,396.4800109863281
1675260463.0466635,94208,397.7099914550781
1675260519.229532,96256,397.5400085449219
1675260575.9303527,98304,397.5400085449219
1675260631.717056,100352,399.25
1675260687.0259063,102400,399.25
1675260744.532995,104448,402.1300048828125
1675260800.310371,106496,404.3699951171875
1675260854.2051659,108544,402.3299865722656
1675260909.7266166,110592,404.6199951171875
1675260965.1655571,112640,405.510009765625
1675261021.361244,114688,405.510009765625
1675261078.4631844,116736,405.510009765625
1675261114.6719742,118784,405.510009765625
1675261150.8632145,120832,401.9599914550781
1675261184.0608325,122880,399.010009765625
1675261219.6372473,124928,399.010009765625
1675261254.7817636,126976,398.1300048828125
1675261294.149095,129024,398.1300048828125
1675261328.8138437,131072,398.1300048828125
1675261365.6131053,133120,401.30999755859375
1675261403.3948133,135168,400.7300109863281
1675261436.5413961,137216,399.6099853515625
1675261471.5605307,139264,399.6099853515625
1675261506.8995862,141312,399.6099853515625
1675261541.728738,143360,399.6099853515625
1675261576.9832938,145408,396.010009765625
