Wall time,Step,Value
1676382126.1309187,3072,-0.2936483323574066
1676382302.144936,9728,-0.6529222130775452
1676382377.018848,12800,-0.7368683218955994
1676382603.0052848,20992,-0.7539809942245483
1676382632.196414,22016,-0.7027011513710022
1676382671.3452609,23552,-0.5801147222518921
1676382698.7567995,24576,-0.5932111740112305
1676382774.8249927,27648,-0.638321042060852
1676382815.7057254,29184,-0.6527562141418457
1676383032.3807817,36864,-0.6743616461753845
1676383071.0429447,38400,-0.6876204013824463
1676383126.8347943,40960,-0.7245517373085022
1676383233.3779764,45056,-0.7573516368865967
1676383341.4218638,48640,-0.7804214358329773
1676383463.5391552,52736,-0.6893698573112488
1676383511.1829243,54272,-0.6893698573112488
1676383525.368458,54784,-0.6893698573112488
1676383635.324555,58368,-0.653203547000885
1676383711.3209357,60928,-0.6816241145133972
1676383837.1621532,65024,-0.8090386986732483
1676384042.970218,71680,-0.8090386986732483
1676384216.6005404,77312,-0.8545538783073425
1676384279.0735016,79872,-0.8545538783073425
1676384325.5728173,81408,-0.8545538783073425
1676384469.83674,86016,-0.8545538783073425
1676384484.6564214,86528,-0.8545538783073425
1676384652.749522,91648,-0.8776065111160278
1676384724.7470424,94208,-0.945605456829071
1676384754.076319,95232,-0.945605456829071
1676384769.1674714,95744,-0.945605456829071
1676384826.0722094,97792,-0.945605456829071
1676384935.5342543,101888,-0.9856610298156738
1676385065.0897546,105984,-0.9522442817687988
1676385081.3339858,106496,-0.9522442817687988
1676385153.7333312,109056,-0.9522442817687988
1676385331.8156314,114688,-0.8401722311973572
1676385422.4497566,117760,-0.8035110831260681
1676385496.76617,120320,-0.8035110831260681
1676385543.9272292,121856,-0.8035110831260681
1676385727.9978046,128000,-0.7532966136932373
1676385819.9334915,131072,-0.7022420167922974
1676385895.5426614,133632,-0.7022420167922974
1676385945.2560914,135168,-0.6261774897575378
1676386009.304367,137216,-0.5834765434265137
1676386073.052978,139264,-0.5834765434265137
1676386106.1749456,140288,-0.5970155000686646
1676386388.8746555,150016,-0.5999836325645447
1676386468.8959384,152576,-0.5745211839675903
1676386484.8173788,153088,-0.5745211839675903
1676386562.0165808,155648,-0.6111823320388794
1676386636.0158129,158208,-0.5322215557098389
1676386672.782613,159232,-0.4853612184524536
1676386770.2148993,163328,-0.4778588116168976
1676386780.6817749,163840,-0.4778588116168976
1676386871.8039515,167424,-0.500863790512085
1676386928.9747608,169472,-0.5519183874130249
1676387067.6668365,174080,-0.6279829144477844
1676387181.1158657,178176,-0.6706838607788086
1676387462.3436239,186368,-0.5518627166748047
