Wall time,Step,Value
1676305781.1772568,4096,-0.9991999864578247
1676305871.9747822,8192,-0.8525400161743164
1676305946.0989835,12288,-0.9014266729354858
1676305995.0414956,14336,-0.9153943061828613
1676306041.8155415,16384,-0.8683199882507324
1676306081.797303,18432,-0.8220608830451965
1676306123.88552,20480,-0.7866509556770325
1676306169.6510353,22528,-0.8056285977363586
1676306216.8110495,24576,-0.8214950561523438
1676306250.201151,26624,-0.8349575996398926
1676306289.5187538,28672,-0.8465239405632019
1676306334.0824575,30720,-0.822675347328186
1676306374.750761,32768,-0.8056292533874512
1676306416.8707209,34816,-0.7850136160850525
1676306463.525715,36864,-0.7965290546417236
1676306507.3179173,38912,-0.806869387626648
1676306550.3078291,40960,-0.8107159733772278
1676306599.5729647,43008,-0.8107159733772278
1676306641.3125546,45056,-0.8107159733772278
1676306692.1771,47104,-0.7577639818191528
1676306741.1778777,49152,-0.7295039892196655
1676306791.1133618,51200,-0.7295039892196655
1676306837.5944924,53248,-0.7295039892196655
1676306930.97184,57344,-0.751908004283905
1676307060.2618752,63488,-0.778823971748352
1676307106.1997492,65536,-0.778823971748352
1676307161.5589948,67584,-0.778823971748352
1676307214.003205,69632,-0.8063480257987976
1676307264.0124362,71680,-0.8063480257987976
1676307366.5143955,75776,-0.8589079976081848
1676307408.7007785,77824,-0.8589079976081848
1676307444.9578485,79872,-0.8311520218849182
1676307481.7835488,81920,-0.8311520218849182
1676307519.2648814,83968,-0.8311520218849182
1676307592.359958,88064,-0.8617799878120422
1676307631.6851757,90112,-0.8900399804115295
1676307669.820379,92160,-0.8637880086898804
1676307709.3585575,94208,-0.8637880086898804
1676307748.9365652,96256,-0.8935359716415405
1676307787.0547807,98304,-0.8730520009994507
1676307862.828229,102400,-0.804535984992981
1676307898.5373542,104448,-0.804535984992981
1676307970.3788793,108544,-0.804535984992981
1676308007.3831594,110592,-0.749023973941803
1676308044.4850273,112640,-0.7195559740066528
1676308083.84004,114688,-0.6769480109214783
1676308118.9671407,116736,-0.6769480109214783
1676308157.10566,118784,-0.6834359765052795
1676308230.936623,122880,-0.5764359831809998
1676308269.6921859,124928,-0.6030799746513367
1676308308.0815082,126976,-0.5997840166091919
1676308346.2116873,129024,-0.574068009853363
1676308387.672042,131072,-0.6003199815750122
1676308427.4559712,133120,-0.5713559985160828
1676308467.4249768,135168,-0.5637720227241516
1676308506.0600064,137216,-0.5591639876365662
1676308543.1866305,139264,-0.5793359875679016
1676308580.738303,141312,-0.5248640179634094
1676308618.265634,143360,-0.5033400058746338
1676308691.49436,147456,-0.5299360156059265
1676308727.7310166,149504,-0.5594040155410767
1676308763.735732,151552,-0.5742800235748291
1676308799.6914544,153600,-0.5742800235748291
1676308872.6830068,157696,-0.5955479741096497
1676308911.11776,159744,-0.6498200297355652
1676308945.5448756,161792,-0.6465719938278198
1676308983.6867795,163840,-0.6748800277709961
1676309063.36926,167936,-0.589900016784668
